0,0.0,100.0,0.0,100.0
1,0.0,100.0,100.0,200.0
2,0.0,100.0,200.0,300.0
3,0.0,100.0,300.0,400.0
4,0.0,100.0,400.0,500.0
5,100.0,200.0,0.0,100.0
6,100.0,200.0,100.0,200.0
7,100.0,200.0,200.0,300.0
8,100.0,200.0,300.0,400.0
9,100.0,200.0,400.0,500.0
10,200.0,300.0,0.0,100.0
11,200.0,300.0,100.0,200.0
12,200.0,300.0,200.0,300.0
13,200.0,300.0,300.0,400.0
14,200.0,300.0,400.0,500.0
15,300.0,400.0,0.0,100.0
16,300.0,400.0,100.0,200.0
17,300.0,400.0,200.0,300.0
18,300.0,400.0,300.0,400.0
19,300.0,400.0,400.0,500.0
20,400.0,500.0,0.0,100.0
21,400.0,500.0,100.0,200.0
22,400.0,500.0,200.0,300.0
23,400.0,500.0,300.0,400.0
24,400.0,500.0,400.0,500.0
25,500.0,600.0,0.0,100.0
26,500.0,600.0,100.0,200.0
27,500.0,600.0,200.0,300.0
28,500.0,600.0,300.0,400.0
29,500.0,600.0,400.0,500.0
30,600.0,700.0,0.0,100.0
31,600.0,700.0,100.0,200.0
32,600.0,700.0,200.0,300.0
33,600.0,700.0,300.0,400.0
34,600.0,700.0,400.0,500.0
35,700.0,800.0,0.0,100.0
36,700.0,800.0,100.0,200.0
37,700.0,800.0,200.0,300.0
38,700.0,800.0,300.0,400.0
39,700.0,800.0,400.0,500.0
40,800.0,900.0,0.0,100.0
41,800.0,900.0,100.0,200.0
42,800.0,900.0,200.0,300.0
43,800.0,900.0,300.0,400.0
44,800.0,900.0,400.0,500.0
