0,6019.733338881345,6161.154695118655,6745.051445881345,6886.472802118655
1,6219.733338881345,6361.154695118655,6745.051445881345,6886.472802118655
2,6419.733338881345,6561.154695118655,6745.051445881345,6886.472802118655
3,6619.733338881345,6761.154695118655,6745.051445881345,6886.472802118655
4,6819.733338881345,6961.154695118655,6745.051445881345,6886.472802118655
5,7019.733338881345,7161.154695118655,6745.051445881345,6886.472802118655
6,7219.733338881345,7361.154695118655,6745.051445881345,6886.472802118655
7,7419.733338881345,7561.154695118655,6745.051445881345,6886.472802118655
8,7619.733338881345,7761.154695118655,6745.051445881345,6886.472802118655
9,7819.733338881345,7961.154695118655,6745.051445881345,6886.472802118655
10,8019.733338881345,8161.154695118655,6745.051445881345,6886.472802118655
11,8219.733338881346,8361.154695118654,6745.051445881345,6886.472802118655
12,8419.733338881346,8561.154695118654,6745.051445881345,6886.472802118655
13,8619.733338881346,8761.154695118654,6745.051445881345,6886.472802118655
14,8819.733338881346,8961.154695118654,6745.051445881345,6886.472802118655
15,9019.733338881346,9161.154695118654,6745.051445881345,6886.472802118655
16,9219.733338881346,9361.154695118654,6745.051445881345,6886.472802118655
17,9419.733338881346,9561.154695118654,6745.051445881345,6886.472802118655
18,9619.733338881346,9761.154695118654,6745.051445881345,6886.472802118655
19,9819.733338881346,9961.154695118654,6745.051445881345,6886.472802118655
20,10019.733341881347,10161.154698118655,6745.051445881345,6886.472802118655
21,10219.733341881347,10361.154698118655,6745.051445881345,6886.472802118655
22,10419.733341881347,10561.154698118655,6745.051445881345,6886.472802118655
23,10619.733341881347,10761.154698118655,6745.051445881345,6886.472802118655
24,10819.733341881347,10961.154698118655,6745.051445881345,6886.472802118655
25,11019.733341881347,11161.154698118655,6745.051445881345,6886.472802118655
26,11219.733341881347,11361.154698118655,6745.051445881345,6886.472802118655
27,11419.733341881347,11561.154698118655,6745.051445881345,6886.472802118655
28,11619.733341881347,11761.154698118655,6745.051445881345,6886.472802118655
29,11819.733341881347,11961.154698118655,6745.051445881345,6886.472802118655
30,12019.733341881347,12161.154698118655,6745.051445881345,6886.472802118655
31,12219.733341881347,12361.154698118655,6745.051445881345,6886.472802118655
32,12419.733341881347,12561.154698118655,6745.051445881345,6886.472802118655
33,12619.733341881347,12761.154698118655,6745.051445881345,6886.472802118655
34,12819.733341881347,12961.154698118655,6745.051445881345,6886.472802118655
35,13019.733341881347,13161.154698118655,6745.051445881345,6886.472802118655
36,13219.733341881347,13361.154698118655,6745.051445881345,6886.472802118655
37,13419.733341881347,13561.154698118655,6745.051445881345,6886.472802118655
38,13619.733341881347,13761.154698118655,6745.051445881345,6886.472802118655
39,13819.733341881347,13961.154698118655,6745.051445881345,6886.472802118655
40,14019.733341881347,14161.154698118655,6745.051445881345,6886.472802118655
41,14219.733341881347,14361.154698118655,6745.051445881345,6886.472802118655
